Suburb,Rooms,Type,Price,Distance,Bedroom2,Bathroom,Car,Landsize
East Melbourne,1,u,565000.0,1.5,1.0,1.0,0.0,0.0
Templestowe Lower,4,h,1070000.0,13.8,4.0,2.0,2.0,637.0
Hawthorn,3,h,2065000.0,4.6,3.0,1.0,1.0,351.0
Ormond,2,h,810000.0,11.8,2.0,1.0,1.0,210.0
South Melbourne,2,u,561000.0,2.1,2.0,1.0,1.0,0.0
Sunshine North,3,h,690000.0,13.3,3.0,1.0,3.0,629.0
Parkville,1,u,352500.0,2.6,1.0,1.0,1.0,0.0
Mulgrave,3,h,1105000.0,18.8,3.0,2.0,2.0,843.0
Templestowe Lower,4,h,1352000.0,12.4,4.0,2.0,3.0,725.0
Yarraville,2,h,796000.0,7.0,2.0,1.0,1.0,188.0
Hoppers Crossing,3,h,536500.0,18.4,3.0,2.0,4.0,578.0
Campbellfield,3,h,445000.0,14.5,3.0,1.0,2.0,534.0
Albert Park,1,u,1100000.0,3.3,1.0,1.0,1.0,0.0
Craigieburn,4,h,595000.0,20.6,4.0,1.0,0.0,641.0
Seddon,4,h,1201000.0,6.6,4.0,2.0,1.0,299.0
Elwood,2,h,1210000.0,7.7,2.0,1.0,0.0,163.0
Carlton,3,h,1263000.0,1.6,3.0,1.0,1.0,110.0
Albion,3,h,791000.0,13.9,3.0,1.0,3.0,743.0
Mount Waverley,5,h,2420000.0,14.2,5.0,5.0,2.0,757.0
Hampton,4,h,2905000.0,13.8,4.0,2.0,2.0,630.0
Altona Meadows,3,h,820000.0,15.5,3.0,2.0,2.0,530.0
Templestowe Lower,4,h,1585000.0,12.4,4.0,4.0,2.0,386.0
Brighton,3,u,1296000.0,10.5,3.0,1.0,2.0,0.0
Kealba,5,h,750000.0,14.0,5.0,2.0,4.0,647.0
Elwood,1,u,451000.0,7.7,1.0,1.0,1.0,0.0
Caulfield South,2,u,630000.0,9.3,2.0,1.0,1.0,0.0
Brunswick East,2,h,1065000.0,4.0,2.0,1.0,1.0,186.0
Clifton Hill,2,h,1320000.0,3.6,2.0,1.0,1.0,191.0
Williamstown,2,t,830000.0,8.0,2.0,1.0,0.0,56.0
Derrimut,4,h,750000.0,14.7,4.0,2.0,2.0,655.0
Moonee Ponds,2,u,560000.0,6.9,2.0,2.0,1.0,0.0
Edithvale,3,h,950000.0,27.0,3.0,1.0,2.0,560.0
Malvern East,2,h,1150000.0,11.2,2.0,1.0,2.0,604.0
Viewbank,5,h,895000.0,13.8,5.0,3.0,2.0,648.0
Newport,3,h,900000.0,8.4,3.0,2.0,2.0,194.0
Tullamarine,3,h,782000.0,12.9,3.0,2.0,6.0,650.0
Hampton,5,h,1400000.0,13.7,5.0,2.0,2.0,434.0
Yallambie,4,h,743500.0,12.7,4.0,2.0,4.0,600.0
Fawkner,5,h,900000.0,13.1,5.0,3.0,4.0,663.0
West Footscray,2,h,1001000.0,8.2,2.0,1.0,4.0,596.0
Armadale,3,t,1205000.0,6.3,3.0,2.0,2.0,101.0
Port Melbourne,2,h,801000.0,3.8,2.0,2.0,1.0,0.0
Brunswick West,2,u,471000.0,5.9,2.0,1.0,1.0,564.0
Ashburton,3,h,1840000.0,10.2,3.0,1.0,2.0,648.0
Moorabbin,3,h,987000.0,14.6,3.0,1.0,1.0,603.0
Bentleigh East,3,h,1360000.0,13.9,3.0,1.0,3.0,676.0
Heidelberg West,3,h,880000.0,9.4,3.0,1.0,2.0,689.0
Brighton East,4,h,2515000.0,10.3,4.0,2.0,2.0,583.0
Balaclava,3,h,1080000.0,6.6,3.0,1.0,1.0,157.0
Mill Park,3,h,663500.0,17.9,3.0,2.0,1.0,991.0
Caulfield North,2,u,742500.0,8.1,2.0,2.0,1.0,0.0
Balwyn,5,h,2250000.0,9.7,5.0,3.0,2.0,600.0
Brunswick,2,h,916000.0,5.2,2.0,1.0,0.0,1328.0
Viewbank,4,h,1102500.0,13.8,4.0,2.0,1.0,659.0
Maidstone,1,u,280000.0,6.4,1.0,1.0,1.0,3826.0
Toorak,1,u,405000.0,4.6,1.0,1.0,1.0,0.0
Hawthorn,2,u,525000.0,5.3,2.0,1.0,1.0,279.0
Balaclava,2,u,600000.0,6.4,2.0,1.0,1.0,2283.0
Sunshine,2,h,591000.0,12.6,2.0,1.0,0.0,210.0
Surrey Hills,2,u,682000.0,11.2,2.0,1.0,2.0,119.0
Viewbank,3,h,920000.0,13.8,3.0,2.0,2.0,834.0
Pascoe Vale,3,t,790000.0,9.9,3.0,3.0,1.0,291.0
Northcote,3,h,1980000.0,5.5,3.0,2.0,4.0,613.0
Cranbourne,5,h,720008.0,34.7,5.0,3.0,2.0,528.0
Beaumaris,4,h,1385000.0,17.3,4.0,2.0,2.0,588.0
Kealba,4,h,570000.0,15.0,4.0,2.0,2.0,558.0
Reservoir,2,u,505000.0,11.2,2.0,1.0,1.0,110.0
Caulfield North,4,h,2830000.0,8.1,4.0,2.0,2.0,723.0
Templestowe Lower,4,h,1222000.0,13.8,4.0,2.0,4.0,732.0
Murrumbeena,3,h,1100000.0,12.1,3.0,2.0,2.0,506.0
Hawthorn East,3,h,1890000.0,7.5,3.0,1.0,2.0,477.0
Altona,3,h,1335000.0,13.8,3.0,1.0,4.0,777.0
Box Hill,2,u,616000.0,13.1,3.0,1.0,1.0,155.0
Footscray,2,u,270000.0,5.1,2.0,1.0,1.0,0.0
Albanvale,3,h,555000.0,14.0,3.0,1.0,3.0,566.0
Footscray,2,h,690500.0,6.4,2.0,1.0,1.0,212.0
Kensington,2,u,492500.0,4.2,2.0,1.0,1.0,0.0
Bayswater North,3,h,800000.0,23.2,3.0,2.0,5.0,931.0
Brunswick,1,t,895000.0,5.2,1.0,1.0,0.0,0.0
Brighton East,4,h,1447000.0,10.7,4.0,1.0,2.0,590.0
Reservoir,1,u,341000.0,11.2,1.0,1.0,1.0,125.0
Footscray,2,h,800000.0,5.1,2.0,1.0,2.0,353.0
Southbank,1,u,370000.0,1.2,1.0,1.0,1.0,546.0
Lalor,3,h,690000.0,16.3,3.0,1.0,2.0,535.0
Oakleigh,4,h,2525000.0,14.0,4.0,2.0,0.0,1143.0
Newport,3,h,1200000.0,8.4,3.0,1.0,0.0,484.0
Kensington,3,h,1060000.0,3.4,3.0,1.0,0.0,190.0
Alphington,3,h,1110000.0,6.4,3.0,2.0,2.0,208.0
Chadstone,5,t,1050000.0,11.7,5.0,2.0,2.0,276.0
Hampton,3,h,1715000.0,13.7,3.0,1.0,2.0,765.0
Maidstone,3,h,715000.0,9.2,3.0,1.0,1.0,576.0
Roxburgh Park,4,h,621000.0,20.6,4.0,2.0,2.0,574.0
Travancore,2,u,360000.0,5.3,2.0,1.0,1.0,0.0
West Footscray,3,h,850000.0,6.4,3.0,1.0,2.0,269.0
Hawthorn,3,t,1400000.0,4.6,3.0,2.0,2.0,299.0
Coburg North,3,h,860000.0,9.2,2.0,1.0,3.0,586.0
Yarraville,2,h,820000.0,7.0,2.0,1.0,0.0,211.0
Kew East,4,h,2490000.0,7.5,3.0,2.0,2.0,712.0
Lalor,2,u,383000.0,16.3,2.0,1.0,2.0,138.0
Prahran,2,u,560000.0,4.5,2.0,1.0,1.0,0.0
Port Melbourne,3,h,1570000.0,3.8,3.0,2.0,1.0,210.0
Clayton South,3,h,850000.0,17.5,3.0,1.0,2.0,613.0
Balwyn,3,h,905000.0,9.7,3.0,1.0,2.0,281.0
Ormond,4,h,1715000.0,11.8,4.0,2.0,2.0,705.0
Albert Park,2,h,1380000.0,3.0,2.0,1.0,1.0,164.0
West Footscray,1,u,375000.0,8.2,1.0,1.0,1.0,60.0
Newport,3,h,910000.0,8.4,3.0,1.0,2.0,531.0
Glen Iris,2,u,721000.0,9.2,2.0,2.0,1.0,2696.0
Chadstone,3,h,920000.0,13.6,4.0,2.0,2.0,515.0
Preston,3,h,1127000.0,8.8,3.0,2.0,2.0,590.0
Footscray,2,u,295000.0,6.4,2.0,1.0,1.0,0.0
Brunswick East,4,h,1815000.0,4.5,4.0,1.0,1.0,233.0
Glenroy,3,h,780000.0,11.2,3.0,1.0,3.0,618.0
Langwarrin,3,h,650000.0,41.0,3.0,3.0,2.0,1060.0
Rosanna,3,h,1020000.0,11.4,3.0,1.0,2.0,927.0
Elwood,2,u,582500.0,7.7,2.0,1.0,1.0,0.0
Doreen,3,h,481000.0,25.9,3.0,2.0,1.0,359.0
Blackburn,3,h,1040000.0,13.4,3.0,1.0,2.0,700.0
Seabrook,3,h,640000.0,15.5,3.0,2.0,2.0,531.0
Kew,5,h,2425000.0,5.6,5.0,3.0,1.0,520.0
Niddrie,3,h,1305000.0,10.4,3.0,1.0,3.0,650.0
Essendon,3,h,1400000.0,8.0,3.0,2.0,2.0,359.0
Maidstone,3,h,676500.0,9.2,3.0,2.0,1.0,250.0
Edithvale,5,h,1260000.0,27.0,5.0,6.0,3.0,900.0
Viewbank,3,h,820000.0,13.8,3.0,2.0,2.0,628.0
Keilor Downs,4,h,705000.0,15.5,4.0,2.0,3.0,815.0
West Footscray,3,h,1155000.0,6.4,3.0,2.0,1.0,342.0
Richmond,2,h,1341000.0,2.4,2.0,1.0,0.0,135.0
Deer Park,4,h,650000.0,14.8,4.0,2.0,2.0,709.0
Oakleigh,2,h,600000.0,14.0,2.0,1.0,1.0,211.0
Strathmore,5,h,1780000.0,8.2,5.0,3.0,6.0,699.0
Yarraville,1,u,331000.0,7.0,1.0,1.0,1.0,0.0
Elwood,2,u,750000.0,7.7,2.0,1.0,1.0,0.0
Reservoir,2,u,440000.0,11.2,2.0,1.0,2.0,132.0
Avondale Heights,3,u,500000.0,10.5,3.0,1.0,1.0,260.0
Heidelberg,4,h,1430000.0,8.9,4.0,2.0,3.0,680.0
Essendon,2,u,370000.0,8.0,2.0,1.0,1.0,0.0
Northcote,2,h,888000.0,5.5,2.0,1.0,1.0,190.0
Gladstone Park,4,h,749000.0,12.9,4.0,2.0,2.0,561.0
Bentleigh East,3,h,1300000.0,13.9,3.0,1.0,4.0,746.0
Sunshine North,4,t,650000.0,10.5,4.0,2.0,1.0,283.0
South Melbourne,3,h,1250000.0,2.1,3.0,2.0,1.0,108.0
Ivanhoe,2,h,1910000.0,7.9,2.0,1.0,2.0,760.0
Bentleigh East,4,t,1250000.0,13.9,4.0,2.0,2.0,314.0
St Albans,3,h,600000.0,14.0,3.0,2.0,6.0,532.0
Aberfeldie,5,h,1740000.0,9.1,3.0,3.0,2.0,839.0
South Morang,4,h,485000.0,20.5,4.0,2.0,2.0,196.0
Carrum,3,u,687500.0,31.2,3.0,2.0,2.0,216.0
Eaglemont,2,u,600000.0,10.3,2.0,1.0,1.0,112.0
Reservoir,3,h,780000.0,11.2,3.0,1.0,2.0,464.0
Balwyn North,5,h,1940000.0,9.7,5.0,2.0,1.0,629.0
Ripponlea,1,u,327000.0,7.4,1.0,1.0,1.0,486.0
Kensington,2,h,1070000.0,3.4,2.0,1.0,0.0,282.0
Bentleigh,2,u,410000.0,11.4,2.0,1.0,1.0,834.0
Hampton,2,u,760000.0,13.7,2.0,1.0,1.0,90.0
Preston,3,h,930000.0,8.8,3.0,1.0,0.0,453.0
Coburg,4,h,1742000.0,7.8,3.0,2.0,4.0,482.0
West Footscray,2,u,456000.0,8.2,2.0,1.0,1.0,0.0
Craigieburn,3,h,582500.0,20.6,3.0,1.0,0.0,947.0
Northcote,3,h,1610000.0,5.3,3.0,1.0,4.0,693.0
Melton South,3,h,465000.0,29.8,3.0,1.0,2.0,615.0
Camberwell,2,u,881000.0,7.7,2.0,2.0,1.0,245.0
Yarraville,3,h,1450000.0,7.0,3.0,2.0,2.0,542.0
Hoppers Crossing,3,h,442500.0,18.4,3.0,1.0,2.0,537.0
Hadfield,2,u,500000.0,11.2,2.0,1.0,2.0,304.0
Brighton East,2,u,910000.0,10.7,2.0,1.0,3.0,238.0
McKinnon,2,h,1250000.0,11.4,2.0,1.0,2.0,368.0
Eaglemont,3,h,1440000.0,8.9,3.0,1.0,2.0,598.0
Windsor,2,u,560000.0,4.6,2.0,1.0,1.0,0.0
Camberwell,5,h,2860000.0,7.8,5.0,3.0,4.0,753.0
Thornbury,3,t,865000.0,6.5,3.0,2.0,2.0,194.0
Ringwood,3,h,1291000.0,19.9,3.0,2.0,2.0,776.0
Camberwell,2,h,855000.0,7.8,2.0,1.0,2.0,239.0
Sunshine North,3,h,650000.0,13.3,3.0,1.0,0.0,598.0
Kew,2,h,1950000.0,5.6,2.0,1.0,4.0,596.0
Bentleigh East,4,h,1175000.0,13.9,4.0,2.0,2.0,620.0
Fairfield,3,h,750000.0,5.8,3.0,2.0,1.0,170.0
Fitzroy North,2,h,1680000.0,3.6,2.0,1.0,1.0,185.0
Parkville,3,u,1040000.0,2.6,3.0,2.0,1.0,0.0
Fawkner,3,h,650000.0,12.4,3.0,1.0,3.0,602.0
Elsternwick,3,h,2345000.0,8.5,3.0,2.0,1.0,419.0
Pascoe Vale,3,h,770000.0,9.9,3.0,1.0,1.0,603.0
St Kilda,3,h,2720000.0,6.1,3.0,2.0,0.0,367.0
Kew,3,h,1110000.0,5.4,3.0,2.0,2.0,200.0
Northcote,3,h,1160000.0,5.5,2.0,3.0,2.0,425.0
Dingley Village,4,h,952000.0,22.2,4.0,2.0,3.0,681.0
Collingwood,3,h,1300000.0,2.0,3.0,1.0,1.0,112.0
Burwood,3,h,1300000.0,11.7,3.0,1.0,2.0,773.0
North Melbourne,1,u,358000.0,2.3,1.0,1.0,1.0,649.0
Reservoir,3,h,860000.0,12.0,3.0,1.0,2.0,627.0
Clifton Hill,3,h,1150000.0,3.4,3.0,1.0,1.0,169.0
Preston,4,h,760000.0,8.8,9.0,8.0,7.0,1254.0
Preston,2,h,630000.0,8.8,2.0,1.0,1.0,372.0
Brighton,2,u,520000.0,11.2,2.0,1.0,1.0,1647.0
Reservoir,3,h,784000.0,11.2,3.0,1.0,2.0,602.0
Balwyn,4,h,3270000.0,9.7,4.0,2.0,4.0,935.0
Templestowe Lower,5,h,2080000.0,13.8,5.0,4.0,2.0,646.0
South Melbourne,2,u,1360000.0,2.1,2.0,1.0,2.0,0.0
Fitzroy,2,u,810000.0,1.6,2.0,1.0,2.0,0.0
Ivanhoe,5,h,1730000.0,7.9,4.0,2.0,2.0,689.0
Craigieburn,4,h,595000.0,20.6,4.0,2.0,2.0,420.0
Hawthorn,2,u,580000.0,5.3,2.0,1.0,1.0,0.0
Elwood,2,u,855000.0,7.7,2.0,1.0,1.0,1966.0
Balwyn,3,h,2200000.0,9.7,3.0,3.0,2.0,651.0
Diamond Creek,2,h,621000.0,21.8,2.0,1.0,0.0,610.0
Canterbury,5,h,3550000.0,9.0,5.0,4.0,4.0,684.0
Middle Park,4,h,2860000.0,4.1,4.0,3.0,2.0,160.0
Ripponlea,2,u,558500.0,7.2,2.0,1.0,1.0,1453.0
Thornbury,4,h,1605000.0,7.0,4.0,2.0,2.0,348.0
Preston,3,h,690000.0,8.8,3.0,1.0,2.0,581.0
Gowanbrae,4,h,820000.0,12.9,4.0,2.0,2.0,620.0
West Melbourne,1,u,550000.0,1.9,1.0,1.0,1.0,0.0
Glen Iris,6,h,2300000.0,9.2,6.0,2.0,2.0,0.0
Brighton,5,h,3700000.0,11.2,4.0,3.0,4.0,1572.0
Doncaster,4,h,1100000.0,13.9,4.0,3.0,2.0,661.0
Hawthorn East,3,t,1110000.0,7.5,3.0,2.0,2.0,94.0
Keilor East,4,t,710000.0,11.7,4.0,2.0,1.0,330.0
Forest Hill,5,h,1205000.0,15.4,5.0,3.0,2.0,477.0
Templestowe Lower,3,h,1509000.0,13.8,3.0,2.0,2.0,812.0
Caulfield,2,u,638000.0,8.9,2.0,2.0,1.0,0.0
Newport,3,h,807500.0,8.4,3.0,1.0,3.0,647.0
Hampton,2,h,840000.0,13.7,2.0,1.0,2.0,171.0
Richmond,3,h,1102000.0,2.6,3.0,2.0,0.0,194.0
Reservoir,2,u,390000.0,11.2,2.0,1.0,1.0,133.0
Bentleigh East,3,h,1320000.0,13.9,3.0,1.0,1.0,593.0
Mulgrave,3,h,840000.0,18.8,3.0,1.0,2.0,656.0
Coburg North,3,h,707000.0,9.2,3.0,2.0,3.0,556.0
Footscray,4,h,815000.0,6.4,4.0,2.0,1.0,369.0
Reservoir,2,u,380000.0,11.2,2.0,1.0,1.0,149.0
Moonee Ponds,3,h,1505000.0,6.9,3.0,2.0,2.0,249.0
Preston,2,h,860000.0,8.8,2.0,2.0,1.0,415.0
Essendon,3,h,1710000.0,7.5,3.0,1.0,2.0,795.0
Fairfield,4,h,1160000.0,5.8,4.0,2.0,1.0,381.0
Brighton East,2,u,750000.0,10.7,2.0,1.0,3.0,305.0
Caulfield South,4,h,1700000.0,8.7,4.0,2.0,2.0,627.0
St Kilda,2,u,482300.0,6.1,2.0,1.0,0.0,0.0
Sunshine,3,h,775000.0,10.5,3.0,2.0,3.0,540.0
Albanvale,3,h,506000.0,14.0,3.0,1.0,2.0,544.0
Wheelers Hill,4,h,1200000.0,16.7,4.0,3.0,3.0,858.0
Box Hill,5,h,2285000.0,10.9,5.0,3.0,2.0,803.0
Airport West,2,u,515000.0,13.5,2.0,1.0,1.0,141.0
Yarraville,3,h,970000.0,7.0,3.0,2.0,0.0,354.0
Mont Albert,4,h,2335000.0,11.8,4.0,2.0,2.0,813.0
Brighton,3,h,1410000.0,11.2,3.0,1.0,1.0,375.0
Highett,3,h,1257000.0,16.0,3.0,1.0,2.0,572.0
Epping,3,h,561000.0,19.6,3.0,1.0,0.0,518.0
Camberwell,3,h,1830000.0,7.7,3.0,2.0,4.0,605.0
Port Melbourne,2,u,1480000.0,3.5,2.0,2.0,2.0,0.0
Bulleen,3,h,1075000.0,11.8,3.0,1.0,1.0,604.0
Oak Park,4,h,1071888.0,11.2,4.0,2.0,4.0,553.0
Kew,2,u,797000.0,5.4,2.0,1.0,2.0,964.0
Essendon,5,h,1800000.0,8.0,5.0,2.0,2.0,611.0
Bentleigh East,3,h,1550000.0,13.9,3.0,1.0,1.0,581.0
Thornbury,2,u,600000.0,6.5,2.0,1.0,1.0,0.0
Yarraville,3,h,1400000.0,6.3,3.0,3.0,6.0,668.0
Tullamarine,4,h,586000.0,12.9,4.0,1.0,3.0,0.0
Rosanna,2,t,515000.0,11.4,2.0,1.0,1.0,73.0
Thornbury,3,h,1245000.0,6.5,3.0,1.0,1.0,409.0
Reservoir,3,h,751000.0,11.2,3.0,1.0,2.0,604.0
Abbotsford,2,u,700000.0,2.5,2.0,2.0,1.0,0.0
Spotswood,3,u,660000.0,7.7,3.0,1.0,1.0,221.0
Elsternwick,3,h,800000.0,8.5,3.0,2.0,2.0,331.0
Brighton,4,h,2415000.0,11.2,4.0,3.0,2.0,402.0
Richmond,3,h,1330000.0,2.6,3.0,1.0,1.0,154.0
Footscray,2,u,433000.0,6.4,2.0,1.0,1.0,0.0
Highett,2,u,677500.0,16.0,2.0,1.0,1.0,130.0
Pascoe Vale,4,t,665000.0,9.9,4.0,2.0,2.0,148.0
Preston,2,h,837000.0,8.8,2.0,1.0,3.0,581.0
Sunshine West,3,h,587000.0,13.5,3.0,1.0,1.0,694.0
Reservoir,5,h,791000.0,11.2,4.0,3.0,1.0,961.0
Hoppers Crossing,3,h,535000.0,18.4,3.0,1.0,2.0,603.0
Tullamarine,3,h,695000.0,12.9,3.0,1.0,2.0,676.0
Keilor East,3,h,635000.0,12.8,3.0,2.0,1.0,162.0
Canterbury,4,h,3800000.0,9.0,4.0,1.0,1.0,858.0
Craigieburn,3,h,492000.0,20.6,3.0,2.0,2.0,255.0
West Melbourne,1,u,295000.0,1.9,1.0,1.0,1.0,0.0
Collingwood,2,h,1135000.0,2.0,2.0,1.0,0.0,144.0
Collingwood,2,u,1215000.0,1.6,3.0,2.0,1.0,0.0
Camberwell,3,h,2155000.0,7.8,3.0,1.0,1.0,891.0
Coburg,3,h,860000.0,7.8,3.0,1.0,1.0,283.0
Fitzroy North,3,h,1581000.0,3.5,3.0,1.0,0.0,193.0
Hawthorn,1,u,290000.0,4.6,1.0,1.0,1.0,1568.0
Williamstown,3,h,1031000.0,6.8,3.0,2.0,2.0,333.0
Nunawading,5,h,1060000.0,15.4,5.0,3.0,2.0,766.0
Carnegie,3,u,602500.0,11.4,3.0,1.0,2.0,0.0
Coburg,3,h,1285000.0,6.7,3.0,1.0,2.0,579.0
Brunswick,4,h,1217000.0,5.2,4.0,1.0,0.0,363.0
Newport,3,h,800000.0,8.4,3.0,2.0,1.0,0.0
Reservoir,3,h,780000.0,11.2,3.0,1.0,2.0,457.0
Ormond,1,u,290000.0,11.8,1.0,1.0,1.0,0.0
Hampton,3,t,1405000.0,13.8,3.0,2.0,2.0,220.0
Camberwell,3,h,1650000.0,7.8,3.0,2.0,2.0,305.0
Oakleigh,3,h,1045000.0,14.0,3.0,1.0,2.0,602.0
Albanvale,3,h,526500.0,14.0,3.0,1.0,2.0,529.0
Watsonia,3,h,700000.0,14.5,3.0,1.0,1.0,530.0
Camberwell,2,t,900400.0,7.8,2.0,1.0,1.0,93.0
West Melbourne,2,u,660000.0,3.1,2.0,1.0,1.0,0.0
Meadow Heights,4,h,560000.0,17.4,4.0,3.0,2.0,572.0
Altona North,3,u,451500.0,9.4,3.0,1.0,1.0,180.0
Mount Waverley,4,h,1408000.0,14.2,4.0,2.0,2.0,692.0
Keilor Park,3,u,501000.0,14.5,3.0,1.0,1.0,255.0
Burwood,4,u,800000.0,11.7,4.0,2.0,1.0,0.0
Camberwell,4,h,2600000.0,7.8,3.0,2.0,2.0,600.0
Carlton,1,u,490000.0,1.8,1.0,1.0,1.0,0.0
Strathmore,3,h,1021000.0,9.7,3.0,2.0,2.0,371.0
Elsternwick,2,h,716000.0,7.2,2.0,1.0,1.0,0.0
Brighton East,3,h,1537000.0,10.7,3.0,2.0,2.0,324.0
St Kilda,1,u,330000.0,6.1,1.0,1.0,1.0,653.0
Werribee,3,h,490000.0,14.7,3.0,2.0,4.0,1022.0
Bulleen,3,h,1127000.0,11.8,3.0,1.0,2.0,631.0
Braybrook,3,h,840000.0,8.6,3.0,1.0,2.0,620.0
Hoppers Crossing,4,h,525000.0,18.4,4.0,2.0,2.0,452.0
Thornbury,3,t,998000.0,6.5,3.0,2.0,1.0,0.0
Malvern East,3,u,980000.0,11.2,3.0,1.0,2.0,317.0
Essendon,3,h,1365000.0,8.0,3.0,1.0,1.0,754.0
Footscray,3,h,1320000.0,6.4,3.0,1.0,1.0,482.0
Box Hill,3,h,2080000.0,13.1,3.0,2.0,2.0,693.0
St Kilda,1,u,461000.0,6.1,1.0,1.0,1.0,0.0
Highett,4,h,1820000.0,16.0,4.0,2.0,2.0,680.0
Glen Waverley,3,h,1550000.0,16.7,3.0,2.0,2.0,648.0
Southbank,2,u,600000.0,0.7,2.0,1.0,1.0,0.0
Maribyrnong,3,h,905000.0,8.7,3.0,1.0,2.0,696.0
Hampton,3,t,1140000.0,13.7,3.0,2.0,2.0,224.0
Sunshine North,4,h,735000.0,13.3,4.0,2.0,5.0,635.0
Heidelberg,3,t,808000.0,10.6,3.0,2.0,2.0,255.0
Malvern,3,h,1950000.0,7.4,2.0,1.0,1.0,325.0
Point Cook,4,h,527000.0,14.7,4.0,2.0,2.0,400.0
Coburg,3,h,1061000.0,7.8,3.0,1.0,1.0,527.0
Carnegie,3,h,1430000.0,11.4,3.0,2.0,2.0,603.0
Hampton,4,h,1450000.0,13.7,4.0,2.0,3.0,450.0
Pascoe Vale,3,h,1114000.0,8.5,3.0,2.0,2.0,256.0
Mentone,2,u,455000.0,20.0,2.0,1.0,1.0,3160.0
Brighton East,5,h,2140000.0,10.7,5.0,2.0,2.0,780.0
Wantirna South,4,h,2020000.0,14.7,4.0,2.0,2.0,1183.0
Malvern,1,u,338000.0,5.9,1.0,1.0,1.0,0.0
Maidstone,3,h,935000.0,9.2,3.0,1.0,2.0,485.0
Doncaster,5,h,2168000.0,13.9,5.0,5.0,2.0,669.0
Moonee Ponds,4,h,1780000.0,6.9,4.0,3.0,2.0,615.0
Edithvale,3,h,837000.0,27.0,3.0,1.0,1.0,441.0
St Helena,3,h,897000.0,16.1,3.0,2.0,2.0,684.0
Hawthorn,1,u,492000.0,4.6,1.0,1.0,1.0,0.0
Sunshine West,3,h,716000.0,13.5,3.0,1.0,1.0,534.0
North Melbourne,2,h,1010000.0,2.3,2.0,2.0,0.0,109.0
Bentleigh,3,h,1311000.0,13.0,3.0,2.0,2.0,592.0
Spotswood,4,h,1315000.0,7.7,4.0,2.0,3.0,830.0
Frankston,3,h,610000.0,38.0,3.0,2.0,1.0,654.0
Williamstown,3,t,965000.0,8.0,3.0,2.0,1.0,151.0
Eltham North,4,h,850000.0,18.0,4.0,2.0,2.0,688.0
Sunshine,3,u,490000.0,12.6,3.0,1.0,1.0,301.0
Brighton East,3,h,930000.0,10.7,3.0,1.0,1.0,329.0
Elwood,3,h,1911000.0,7.7,3.0,1.0,2.0,327.0
Hawthorn,1,u,395000.0,5.3,1.0,1.0,1.0,910.0
Sunshine,4,h,830000.0,10.5,4.0,1.0,3.0,502.0
Brighton East,3,u,725000.0,10.7,3.0,1.0,1.0,137.0
Mulgrave,3,h,815500.0,18.8,3.0,2.0,2.0,434.0
Toorak,3,t,910000.0,4.6,3.0,2.0,2.0,0.0
Thomastown,3,h,631000.0,15.3,3.0,1.0,2.0,584.0
Ashwood,3,h,1250000.0,12.2,3.0,1.0,1.0,842.0
Seddon,3,h,1032000.0,6.6,3.0,1.0,0.0,224.0
Caulfield North,2,u,665000.0,7.8,2.0,1.0,1.0,0.0
Parkville,1,u,395000.0,2.6,1.0,1.0,1.0,2469.0
Clayton,4,h,1250000.0,16.7,4.0,1.0,1.0,711.0
Fairfield,4,h,1255000.0,5.7,4.0,1.0,1.0,368.0
Port Melbourne,2,u,820000.0,3.5,2.0,2.0,2.0,4604.0
Ashwood,3,h,1650000.0,10.2,3.0,1.0,2.0,964.0
Richmond,2,h,1506000.0,2.6,2.0,2.0,1.0,220.0
Glen Iris,2,u,785000.0,9.2,2.0,1.0,1.0,0.0
Ascot Vale,2,u,425500.0,4.3,2.0,1.0,1.0,1727.0
Balwyn,4,h,2900000.0,9.7,4.0,3.0,2.0,596.0
Brighton,4,h,2145000.0,11.2,3.0,2.0,1.0,550.0
Altona,3,u,605000.0,13.8,3.0,1.0,2.0,181.0
Mordialloc,1,u,519000.0,21.5,1.0,1.0,1.0,0.0
Glen Iris,5,h,1650000.0,9.2,5.0,2.0,2.0,400.0
Ascot Vale,3,h,940000.0,5.9,3.0,1.0,2.0,298.0
Box Hill,4,t,975000.0,13.1,4.0,2.0,2.0,299.0
Brunswick West,2,u,500000.0,5.9,2.0,1.0,1.0,0.0
Oak Park,4,h,830000.0,11.5,4.0,2.0,2.0,616.0
Yarraville,2,h,900000.0,6.3,2.0,1.0,3.0,463.0
Windsor,3,h,2080000.0,4.6,3.0,2.0,2.0,754.0
Fitzroy North,2,h,1200000.0,3.5,2.0,1.0,0.0,204.0
South Yarra,1,u,450000.0,3.3,1.0,1.0,1.0,0.0
Heidelberg Heights,4,h,1086000.0,10.5,4.0,2.0,2.0,724.0
St Kilda,5,h,2000000.0,6.1,5.0,2.0,2.0,436.0
Briar Hill,2,u,610000.0,16.1,2.0,1.0,1.0,180.0
Brunswick,3,t,940000.0,5.2,3.0,2.0,1.0,186.0
Reservoir,2,h,850000.0,12.0,2.0,1.0,2.0,494.0
Thornbury,3,u,510000.0,6.5,3.0,1.0,1.0,0.0
Sunshine West,3,t,450000.0,13.5,3.0,3.0,1.0,344.0
Epping,3,h,630000.0,19.6,3.0,2.0,2.0,388.0
Burwood,4,h,1800000.0,11.7,4.0,2.0,2.0,1393.0
Malvern East,3,h,1297000.0,11.2,3.0,1.0,1.0,333.0
